id,obs_tombo,tombo_tipo
31367,duplicata,DUPLICATA
31368,unicata,UNICATA
31369,unicata,UNICATA
31370,duplicata,DUPLICATA
31371,duplicata,DUPLICATA
31372,duplicata,DUPLICATA
31373,duplicata,DUPLICATA
31374,duplicata,DUPLICATA
31375,unicata,UNICATA
31376,duplicata,DUPLICATA
31377,duplicata,DUPLICATA
31378,duplicata,DUPLICATA
31379,duplicata,DUPLICATA
31380,duplicata,DUPLICATA
31381,duplicata,DUPLICATA
31382,duplicata,DUPLICATA
31383,duplicata,DUPLICATA
31384,duplicata,DUPLICATA
31385,duplicata,DUPLICATA
31386,unicata,UNICATA
31387,duplicata,DUPLICATA
31388,duplicata,DUPLICATA
31389,duplicata,DUPLICATA
31390,duplicata,DUPLICATA
31391,duplicata,DUPLICATA
31392,duplicata,DUPLICATA
31393,unicata,UNICATA
31394,duplicata,DUPLICATA
31395,duplicata,DUPLICATA
31396,unicata,UNICATA
31397,unicata,UNICATA
31398,duplicata,DUPLICATA
31399,unicata,UNICATA
31400,duplicata,DUPLICATA
31401,unicata,UNICATA
31402,unicata,UNICATA
31403,unicata,UNICATA
31404,unicata,UNICATA
31405,duplicata,DUPLICATA
31406,duplicata,DUPLICATA
31407,duplicata,DUPLICATA
31408,unicata,UNICATA
31409,duplicata,DUPLICATA
31410,duplicata,DUPLICATA
31411,unicata,UNICATA
31412,unicata,UNICATA
31413,unicata,UNICATA
31414,duplicata,DUPLICATA
31415,unicata,UNICATA
31416,unicata,UNICATA
31417,unicata,UNICATA
31418,unicata,UNICATA
31419,unicata,UNICATA
31420,unicata,UNICATA
31421,duplicata,DUPLICATA
31422,unicata,UNICATA
31423,unicata,UNICATA
31424,unicata,UNICATA
31425,unicata,UNICATA
31426,unicata,UNICATA
31427,unicata,UNICATA
31428,unicata,UNICATA
31429,unicata,UNICATA
31430,unicata,UNICATA
31431,unicata,UNICATA
31432,unicata,UNICATA
31433,unicata,UNICATA
31434,unicata,UNICATA
31435,unicata,UNICATA
31436,unicata,UNICATA
31437,unicata,UNICATA
31438,unicata,UNICATA
31439,unicata,UNICATA
31440,unicata,UNICATA
31441,unicata,UNICATA
31442,unicata,UNICATA
31443,unicata,UNICATA
31444,unicata,UNICATA
31445,unicata,UNICATA
31446,unicata,UNICATA
31447,unicata,UNICATA
31448,unicata,UNICATA
31449,unicata,UNICATA
31450,unicata,UNICATA
31451,unicata,UNICATA
31452,duplicata,DUPLICATA
31453,unicata,UNICATA
31454,unicata,UNICATA
31455,unicata,UNICATA
31456,unicata,UNICATA
31457,unicata,UNICATA
31458,unicata,UNICATA
31459,unicata,UNICATA
31460,unicata,UNICATA
31461,unicata,UNICATA
31462,unicata,UNICATA
31463,unicata,UNICATA
31464,unicata,UNICATA
31465,unicata,UNICATA
31466,unicata,UNICATA
31467,unicata,UNICATA
31468,unicata,UNICATA
31469,unicata,UNICATA
31470,unicata,UNICATA
31471,unicata,UNICATA
31472,unicata,UNICATA
31473,unicata,UNICATA
31474,unicata,UNICATA
31475,unicata,UNICATA
31476,unicata,UNICATA
31477,unicata,UNICATA
31478,unicata,UNICATA
31479,unicata,UNICATA
31480,unicata,UNICATA
31481,duplicata,DUPLICATA
31482,unicata,UNICATA
31483,unicata,UNICATA
31484,duplicata,DUPLICATA
31485,unicata,UNICATA
31486,duplicata,DUPLICATA
31487,duplicata,DUPLICATA
31488,duplicata,DUPLICATA
31489,duplicata,DUPLICATA
31490,duplicata,DUPLICATA
31491,unicata,UNICATA
31492,duplicata,DUPLICATA
31493,duplicata,DUPLICATA
31494,duplicata,DUPLICATA
31495,duplicata,DUPLICATA
31496,unicata,UNICATA
31497,duplicata,DUPLICATA
31498,unicata,UNICATA
31499,duplicata,DUPLICATA
31500,duplicata,DUPLICATA
31501,unicata,UNICATA
31502,unicata,UNICATA
31503,duplicata,DUPLICATA
31504,unicata,UNICATA
31505,unicata,UNICATA
31506,unicata,UNICATA
31507,duplicata,DUPLICATA
31508,duplicata,DUPLICATA
31509,unicata,UNICATA
31510,unicata,UNICATA
31511,unicata,UNICATA
31512,duplicata,DUPLICATA
31513,unicata,UNICATA
31514,unicata,UNICATA
31515,unicata,UNICATA
31516,duplicata,DUPLICATA
31517,unicata,UNICATA
31518,unicata,UNICATA
31519,unicata,UNICATA
31520,duplicata,DUPLICATA
31521,duplicata,DUPLICATA
31522,duplicata,DUPLICATA
31523,unicata,UNICATA
31524,duplicata,DUPLICATA
31525,unicata,UNICATA
31526,unicata,UNICATA
31527,duplicata,DUPLICATA
31528,unicata,UNICATA
31529,unicata,UNICATA
31530,unicata,UNICATA
31531,duplicata,DUPLICATA
31532,unicata,UNICATA
31533,unicata,UNICATA
31534,unicata,UNICATA
31535,unicata,UNICATA
31536,duplicata,DUPLICATA
31537,unicata,UNICATA
31538,unicata,UNICATA
31539,unicata,UNICATA
31540,unicata,UNICATA
31541,unicata,UNICATA
31542,unicata,UNICATA
31543,unicata,UNICATA
31544,unicata,UNICATA
31545,unicata,UNICATA
31546,unicata,UNICATA
31547,unicata,UNICATA
31548,unicata,UNICATA
31549,unicata,UNICATA
31550,unicata,UNICATA
31551,unicata,UNICATA
31552,unicata,UNICATA
31553,unicata,UNICATA
31554,unicata,UNICATA
31555,unicata,UNICATA
31556,unicata,UNICATA
31557,unicata,UNICATA
31558,unicata,UNICATA
31559,unicata,UNICATA
31560,unicata,UNICATA
31561,unicata,UNICATA
31562,unicata,UNICATA
31563,unicata,UNICATA
31564,unicata,UNICATA
31565,unicata,UNICATA
31566,unicata,UNICATA
31567,duplicata,DUPLICATA
31568,unicata,UNICATA
31569,duplicata,DUPLICATA
31570,unicata,UNICATA
31571,duplicata,DUPLICATA
31572,duplicata,DUPLICATA
31573,unicata,UNICATA
31574,unicata,UNICATA
31575,unicata,UNICATA
31576,unicata,UNICATA
31577,duplicata,DUPLICATA
31578,unicata,UNICATA
31579,unicata,UNICATA
31580,unicata,UNICATA
31581,unicata,UNICATA
31582,unicata,UNICATA
31583,unicata,UNICATA
31584,unicata,UNICATA
31585,duplicata,DUPLICATA
31586,unicata,UNICATA
31587,unicata,UNICATA
31588,unicata,UNICATA
31589,duplicata,DUPLICATA
31590,unicata,UNICATA
31591,unicata,UNICATA
31592,unicata,UNICATA
31593,unicata,UNICATA
31594,duplicata,DUPLICATA
31595,duplicata,DUPLICATA
31596,unicata,UNICATA
31597,duplicata,DUPLICATA
31598,unicata,UNICATA
31599,unicata,UNICATA
31600,duplicata,DUPLICATA
31601,duplicata,DUPLICATA
31602,unicata,UNICATA
31603,unicata,UNICATA
31604,duplicata,DUPLICATA
31605,duplicata,DUPLICATA
31606,unicata,UNICATA
31607,duplicata,DUPLICATA
31608,unicata,UNICATA
31609,duplicata,DUPLICATA
31610,unicata,UNICATA
31611,unicata,UNICATA
31612,unicata,UNICATA
31613,unicata,UNICATA
31614,duplicata,DUPLICATA
31615,duplicata,DUPLICATA
31616,duplicata,DUPLICATA
31617,duplicata,DUPLICATA
31618,unicata,UNICATA
31619,unicata,UNICATA
31620,unicata,UNICATA
31621,unicata,UNICATA
31622,unicata,UNICATA
31623,unicata,UNICATA
31624,unicata,UNICATA
31625,unicata,UNICATA
31626,unicata,UNICATA
31627,unicata,UNICATA
31628,unicata,UNICATA
31629,unicata,UNICATA
31630,unicata,UNICATA
31631,unicata,UNICATA
31632,unicata,UNICATA
31633,unicata,UNICATA
31634,duplicata,DUPLICATA
31635,unicata,UNICATA
31636,duplicata,DUPLICATA
31637,unicata,UNICATA
31638,duplicata,DUPLICATA
31639,unicata,UNICATA
31640,unicata,UNICATA
31641,unicata,UNICATA
31642,unicata,UNICATA
31643,duplicata,DUPLICATA
31644,unicata,UNICATA
31645,duplicata,DUPLICATA
31646,unicata,UNICATA
31647,unicata,UNICATA
31648,unicata,UNICATA
31649,unicata,UNICATA
31650,duplicata,DUPLICATA
31651,duplicata,DUPLICATA
31652,duplicata,DUPLICATA
31653,unicata,UNICATA
31654,duplicata,DUPLICATA
31655,unicata,UNICATA
31656,duplicata,DUPLICATA
31657,duplicata,DUPLICATA
31658,unicata,UNICATA
31659,duplicata,DUPLICATA
31660,unicata,UNICATA
31661,unicata,UNICATA
31662,unicata,UNICATA
31663,duplicata,DUPLICATA
31664,unicata,UNICATA
31665,unicata,UNICATA
31666,duplicata,DUPLICATA
31667,unicata,UNICATA
31668,unicata,UNICATA
31669,duplicata,DUPLICATA
31670,unicata,UNICATA
31671,duplicata,DUPLICATA
31672,unicata,UNICATA
31673,unicata,UNICATA
31674,duplicata,DUPLICATA
31675,unicata,UNICATA
31676,unicata,UNICATA
31677,unicata,UNICATA
31678,unicata,UNICATA
31679,duplicata,DUPLICATA
31680,unicata,UNICATA
31681,duplicata,DUPLICATA
31682,duplicata,DUPLICATA
31683,unicata,UNICATA
31684,unicata,UNICATA
31685,unicata,UNICATA
31686,unicata,UNICATA
31687,unicata,UNICATA
31688,unicata,UNICATA
31689,duplicata,DUPLICATA
31690,duplicata,DUPLICATA
31691,duplicata,DUPLICATA
31692,duplicata,DUPLICATA
31693,unicata,UNICATA
31694,duplicata,DUPLICATA
31695,unicata,UNICATA
31696,unicata,UNICATA
31697,unicata,UNICATA
31698,unicata,UNICATA
31699,unicata,UNICATA
31700,duplicata,DUPLICATA
31701,duplicata,DUPLICATA
31702,unicata,UNICATA
31703,duplicata,DUPLICATA
31704,duplicata,DUPLICATA
31705,duplicata,DUPLICATA
31706,duplicata,DUPLICATA
31707,duplicata,DUPLICATA
31708,duplicata,DUPLICATA
31709,duplicata,DUPLICATA
31710,unicata,UNICATA
31711,unicata,UNICATA
31712,unicata,UNICATA
31713,unicata,UNICATA
31714,unicata,UNICATA
31715,duplicata,DUPLICATA
31716,unicata,UNICATA
31717,unicata,UNICATA
31718,unicata,UNICATA
31719,duplicata,DUPLICATA
31720,unicata,UNICATA
31721,unicata,UNICATA
31722,unicata,UNICATA
31723,unicata,UNICATA
31724,unicata,UNICATA
31725,unicata,UNICATA
31726,unicata,UNICATA
31727,unicata,UNICATA
31728,unicata,UNICATA
31729,unicata,UNICATA
31730,unicata,UNICATA
31731,unicata,UNICATA
31732,unicata,UNICATA
31733,unicata,UNICATA
31734,unicata,UNICATA
31735,unicata,UNICATA
31736,unicata,UNICATA
31737,unicata,UNICATA
31738,unicata,UNICATA
31739,unicata,UNICATA
31740,unicata,UNICATA
31741,unicata,UNICATA
31742,unicata,UNICATA
31743,unicata,UNICATA
31744,unicata,UNICATA
31745,unicata,UNICATA
31746,unicata,UNICATA
31747,unicata,UNICATA
31748,unicata,UNICATA
31749,duplicata,DUPLICATA
31750,unicata,UNICATA
31751,unicata,UNICATA
31752,unicata,UNICATA
31753,unicata,UNICATA
31754,unicata,UNICATA
31755,duplicata,DUPLICATA
31756,duplicata,DUPLICATA
31757,unicata,UNICATA
31758,unicata,UNICATA
31759,unicata,UNICATA
31760,unicata,UNICATA
31761,unicata,UNICATA
31762,duplicata,DUPLICATA
31763,unicata,UNICATA
31764,unicata,UNICATA
31765,unicata,UNICATA
31766,duplicata,DUPLICATA
31767,unicata,UNICATA
31768,unicata,UNICATA
31769,unicata,UNICATA
31770,unicata,UNICATA
31771,unicata,UNICATA
31772,unicata,UNICATA
31773,unicata,UNICATA
31774,unicata,UNICATA
31775,unicata,UNICATA
31776,unicata,UNICATA
31777,unicata,UNICATA
31778,unicata,UNICATA
31779,unicata,UNICATA
31780,duplicata,DUPLICATA
31781,duplicata,DUPLICATA
31782,duplicata,DUPLICATA
31783,duplicata,DUPLICATA
31784,duplicata,DUPLICATA
31785,duplicata,DUPLICATA
31786,duplicata,DUPLICATA
31787,duplicata,DUPLICATA
31788,duplicata,DUPLICATA
31789,duplicata,DUPLICATA
31790,duplicata,DUPLICATA
31791,duplicata,DUPLICATA
31792,duplicata,DUPLICATA
31793,duplicata,DUPLICATA
31794,duplicata,DUPLICATA
31796,duplicata,DUPLICATA
31797,duplicata,DUPLICATA
31798,duplicata,DUPLICATA
31799,duplicata,DUPLICATA
31800,duplicata,DUPLICATA
31801,duplicata,DUPLICATA
31802,duplicata,DUPLICATA
31803,duplicata,DUPLICATA
31804,duplicata,DUPLICATA
31805,unicata,UNICATA
31806,duplicata,DUPLICATA
31807,duplicata,DUPLICATA
31808,duplicata,DUPLICATA
31809,duplicata,DUPLICATA
31810,duplicata,DUPLICATA
31811,duplicata,DUPLICATA
31812,duplicata,DUPLICATA
31813,duplicata,DUPLICATA
31814,duplicata,DUPLICATA
31815,duplicata,DUPLICATA
31816,unicata,UNICATA
31817,duplicata,DUPLICATA
31818,duplicata,DUPLICATA
31819,duplicata,DUPLICATA
31820,duplicata,DUPLICATA
31821,duplicata,DUPLICATA
31822,duplicata,DUPLICATA
31823,duplicata,DUPLICATA
31824,duplicata,DUPLICATA
31825,duplicata,DUPLICATA
31826,duplicata,DUPLICATA
31827,unicata,UNICATA
31828,duplicata,DUPLICATA
31829,duplicata,DUPLICATA
31830,unicata,UNICATA
31831,duplicata,DUPLICATA
31832,duplicata,DUPLICATA
31833,duplicata,DUPLICATA
31834,duplicata,DUPLICATA
31835,duplicata,DUPLICATA
31836,duplicata,DUPLICATA
31837,duplicata,DUPLICATA
31838,unicata,UNICATA
31839,duplicata,DUPLICATA
31840,duplicata,DUPLICATA
31841,duplicata,DUPLICATA
31842,duplicata,DUPLICATA
31843,duplicata,DUPLICATA
31844,duplicata,DUPLICATA
31845,duplicata,DUPLICATA
31846,duplicata,DUPLICATA
31847,duplicata,DUPLICATA
31848,duplicata,DUPLICATA
31849,duplicata,DUPLICATA
31850,duplicata,DUPLICATA
31851,duplicata,DUPLICATA
31852,duplicata,DUPLICATA
31853,duplicata,DUPLICATA
31854,duplicata,DUPLICATA
31855,duplicata,DUPLICATA
31856,duplicata,DUPLICATA
31857,duplicata,DUPLICATA
31858,duplicata,DUPLICATA
31859,duplicata,DUPLICATA
31860,duplicata,DUPLICATA
31861,duplicata,DUPLICATA
31862,unicata,UNICATA
31863,duplicata,DUPLICATA
31864,duplicata,DUPLICATA
31865,duplicata,DUPLICATA
31866,duplicata,DUPLICATA
31867,duplicata,DUPLICATA
31868,duplicata,DUPLICATA
31869,duplicata,DUPLICATA
31870,duplicata,DUPLICATA
31871,duplicata,DUPLICATA
31872,duplicata,DUPLICATA
31873,duplicata,DUPLICATA
31874,duplicata,DUPLICATA
31875,duplicata,DUPLICATA
31876,duplicata,DUPLICATA
31877,duplicata,DUPLICATA
31878,unicata,UNICATA
31879,duplicata,DUPLICATA
31880,duplicata,DUPLICATA
31881,duplicata,DUPLICATA
31882,duplicata,DUPLICATA
31883,duplicata,DUPLICATA
31884,duplicata,DUPLICATA
31885,duplicata,DUPLICATA
31886,duplicata,DUPLICATA
31887,duplicata,DUPLICATA
31888,duplicata,DUPLICATA
31889,duplicata,DUPLICATA
31890,duplicata,DUPLICATA
31891,duplicata,DUPLICATA
31892,duplicata,DUPLICATA
31893,duplicata,DUPLICATA
31894,duplicata,DUPLICATA
31895,duplicata,DUPLICATA
31896,duplicata,DUPLICATA
31897,duplicata,DUPLICATA
31898,duplicata,DUPLICATA
31899,duplicata,DUPLICATA
31900,duplicata,DUPLICATA
31901,duplicata,DUPLICATA
31902,duplicata,DUPLICATA
31903,duplicata,DUPLICATA
31904,duplicata,DUPLICATA
31905,duplicata,DUPLICATA
31906,duplicata,DUPLICATA
31907,duplicata,DUPLICATA
31908,duplicata,DUPLICATA
31909,duplicata,DUPLICATA
31910,duplicata,DUPLICATA
31911,unicata,UNICATA
31912,duplicata,DUPLICATA
31913,duplicata,DUPLICATA
31914,duplicata,DUPLICATA
31915,duplicata,DUPLICATA
31916,duplicata,DUPLICATA
31917,duplicata,DUPLICATA
31918,duplicata,DUPLICATA
31919,duplicata,DUPLICATA
31920,duplicata,DUPLICATA
31921,duplicata,DUPLICATA
31922,duplicata,DUPLICATA
31923,duplicata,DUPLICATA
31924,duplicata,DUPLICATA
31925,duplicata,DUPLICATA
31926,duplicata,DUPLICATA
31927,duplicata,DUPLICATA
31928,duplicata,DUPLICATA
31929,duplicata,DUPLICATA
31930,duplicata,DUPLICATA
31931,duplicata,DUPLICATA
31932,duplicata,DUPLICATA
31933,duplicata,DUPLICATA
31934,duplicata,DUPLICATA
31935,duplicata,DUPLICATA
31936,duplicata,DUPLICATA
31937,duplicata,DUPLICATA
31938,duplicata,DUPLICATA
31939,duplicata,DUPLICATA
31940,duplicata,DUPLICATA
31941,duplicata,DUPLICATA
31942,duplicata,DUPLICATA
31943,duplicata,DUPLICATA
31944,duplicata,DUPLICATA
31945,duplicata,DUPLICATA
31946,duplicata,DUPLICATA
31947,duplicata,DUPLICATA
31948,duplicata,DUPLICATA
31949,duplicata,DUPLICATA
31950,duplicata,DUPLICATA
31951,duplicata,DUPLICATA
31952,duplicata,DUPLICATA
31953,duplicata,DUPLICATA
31954,duplicata,DUPLICATA
31955,duplicata,DUPLICATA
31956,duplicata,DUPLICATA
31957,duplicata,DUPLICATA
31958,unicata,UNICATA
31959,duplicata,DUPLICATA
31960,duplicata,DUPLICATA
31961,duplicata,DUPLICATA
31962,duplicata,DUPLICATA
31963,duplicata,DUPLICATA
31964,duplicata,DUPLICATA
31965,duplicata,DUPLICATA
31966,duplicata,DUPLICATA
31967,duplicata,DUPLICATA
31968,duplicata,DUPLICATA
31969,duplicata,DUPLICATA
31970,duplicata,DUPLICATA
31971,duplicata,DUPLICATA
31972,duplicata,DUPLICATA
31973,duplicata,DUPLICATA
31974,duplicata,DUPLICATA
31975,duplicata,DUPLICATA
31976,duplicatahcf,DUPLICATA
31977,duplicata,DUPLICATA
31978,duplicata,DUPLICATA
31979,duplicata,DUPLICATA
31980,duplicata,DUPLICATA
31981,duplicata,DUPLICATA
31982,duplicata,DUPLICATA
31983,duplicata,DUPLICATA
31984,duplicata,DUPLICATA
31985,duplicata,DUPLICATA
31986,duplicata,DUPLICATA
31987,duplicata,DUPLICATA
31988,duplicata,DUPLICATA
31989,duplicata,DUPLICATA
31990,duplicata,DUPLICATA
31991,duplicata,DUPLICATA
31992,duplicata,DUPLICATA
31993,duplicata,DUPLICATA
31994,duplicata,DUPLICATA
31995,duplicata,DUPLICATA
31996,duplicata,DUPLICATA
31997,duplicata,DUPLICATA
31998,unicata,UNICATA
31999,duplicata,DUPLICATA
32000,duplicata,DUPLICATA
32001,duplicata,DUPLICATA
32002,duplicata,DUPLICATA
32003,duplicata,DUPLICATA
32004,duplicata,DUPLICATA
32005,duplicata,DUPLICATA
32006,duplicata,DUPLICATA
32007,duplicata,DUPLICATA
32008,duplicata,DUPLICATA
32009,duplicata,DUPLICATA
32010,duplicata,DUPLICATA
32011,duplicata,DUPLICATA
32012,duplicata,DUPLICATA
32013,duplicata,DUPLICATA
32014,duplicata,DUPLICATA
32015,duplicata,DUPLICATA
32016,duplicata,DUPLICATA
32017,duplicata,DUPLICATA
32018,unicata,UNICATA
32019,duplicata,DUPLICATA
32020,duplicata,DUPLICATA
32021,duplicata,DUPLICATA
32022,duplicata,DUPLICATA
32023,duplicata,DUPLICATA
32024,duplicata,DUPLICATA
32025,unicata,UNICATA
32026,duplicata,DUPLICATA
32027,duplicata,DUPLICATA
32028,duplicata,DUPLICATA
32029,duplicata,DUPLICATA
32030,unicata,UNICATA
32031,duplicata,DUPLICATA
32032,duplicata,DUPLICATA
32033,duplicata,DUPLICATA
32034,duplicata,DUPLICATA
32035,unicata,UNICATA
32036,duplicata,DUPLICATA
32037,duplicata,DUPLICATA
32038,duplicata,DUPLICATA
32039,duplicata,DUPLICATA
32040,duplicata,DUPLICATA
32041,duplicata,DUPLICATA
32042,unicata,UNICATA
32043,duplicata,DUPLICATA
32044,duplicata,DUPLICATA
32045,duplicata,DUPLICATA
32046,duplicata,DUPLICATA
32047,duplicata,DUPLICATA
32048,duplicata,DUPLICATA
32049,duplicata,DUPLICATA
32050,duplicata,DUPLICATA
32051,duplicata,DUPLICATA
32052,duplicata,DUPLICATA
32053,duplicata,DUPLICATA
32054,duplicata,DUPLICATA
32055,duplicata,DUPLICATA
32056,duplicata,DUPLICATA
32057,duplicata,DUPLICATA
32058,duplicata,DUPLICATA
32059,duplicata,DUPLICATA
32060,duplicata,DUPLICATA
32061,duplicata,DUPLICATA
32062,duplicata,DUPLICATA
32063,duplicata,DUPLICATA
32064,duplicata,DUPLICATA
32065,duplicata,DUPLICATA
32066,duplicata,DUPLICATA
32067,duplicata,DUPLICATA
32068,duplicata,DUPLICATA
32069,duplicata,DUPLICATA
32070,duplicata,DUPLICATA
32071,duplicata,DUPLICATA
32072,duplicata,DUPLICATA
32073,duplicata,DUPLICATA
32074,duplicata,DUPLICATA
32075,duplicata,DUPLICATA
32076,duplicata,DUPLICATA
32077,duplicata,DUPLICATA
32078,duplicata,DUPLICATA
32079,duplicata,DUPLICATA
32080,duplicata,DUPLICATA
32081,duplicata,DUPLICATA
32082,duplicata,DUPLICATA
32083,duplicata,DUPLICATA
32084,duplicata,DUPLICATA
32085,duplicata,DUPLICATA
32086,duplicata,DUPLICATA
32087,duplicata,DUPLICATA
32088,duplicata,DUPLICATA
32089,duplicata,DUPLICATA
32090,duplicata,DUPLICATA
32091,duplicata,DUPLICATA
32092,duplicata,DUPLICATA
32093,duplicata,DUPLICATA
32094,duplicata,DUPLICATA
32095,unicata,UNICATA
32096,duplicata,DUPLICATA
32097,duplicata,DUPLICATA
32098,duplicata,DUPLICATA
32099,duplicata,DUPLICATA
32100,duplicata,DUPLICATA
32101,duplicata,DUPLICATA
32102,duplicata,DUPLICATA
32103,duplicata,DUPLICATA
32104,unicata,UNICATA
32105,unicata,UNICATA
32106,unicata,UNICATA
32107,unicata,UNICATA
32108,duplicata,DUPLICATA
32109,duplicata,DUPLICATA
32110,duplicata,DUPLICATA
32111,unicata,UNICATA
32112,duplicata,DUPLICATA
32113,unicata,UNICATA
32114,unicata,UNICATA
32115,unicata,UNICATA
32116,unicata,UNICATA
32117,duplicata,DUPLICATA
32118,unicata,UNICATA
32119,unicata,UNICATA
32120,unicata,UNICATA
32121,unicata,UNICATA
32122,unicata,UNICATA
32123,unicata,UNICATA
32124,unicata,UNICATA
32125,unicata,UNICATA
32126,unicata,UNICATA
32127,unicata,UNICATA
32128,unicata,UNICATA
32129,unicata,UNICATA
32130,unicata,UNICATA
32131,duplicata,DUPLICATA
32132,duplicata,DUPLICATA
32133,duplicata,DUPLICATA
32134,duplicata,DUPLICATA
32135,duplicata,DUPLICATA
32136,duplicata,DUPLICATA
32137,duplicata,DUPLICATA
32138,duplicata,DUPLICATA
32139,duplicata,DUPLICATA
32140,duplicata,DUPLICATA
32141,duplicata,DUPLICATA
32142,duplicata,DUPLICATA
32143,duplicata,DUPLICATA
32144,duplicata,DUPLICATA
32145,duplicata,DUPLICATA
32146,duplicata,DUPLICATA
32147,duplicata,DUPLICATA
32148,duplicata,DUPLICATA
32149,duplicata,DUPLICATA
32150,duplicata,DUPLICATA
32151,duplicata,DUPLICATA
32152,duplicata,DUPLICATA
32153,duplicata,DUPLICATA
32154,duplicata,DUPLICATA
32155,duplicata,DUPLICATA
32156,duplicata,DUPLICATA
32157,duplicata,DUPLICATA
32158,duplicata,DUPLICATA
32159,duplicata,DUPLICATA
32160,duplicata,DUPLICATA
32161,duplicata,DUPLICATA
32162,duplicata,DUPLICATA
32163,duplicata,DUPLICATA
32164,duplicata,DUPLICATA
32165,duplicata,DUPLICATA
32166,duplicata,DUPLICATA
32167,unicata,UNICATA
32168,duplicata,DUPLICATA
32169,duplicata,DUPLICATA
32170,duplicata,DUPLICATA
32171,duplicata,DUPLICATA
32172,duplicata,DUPLICATA
32173,duplicata,DUPLICATA
32174,duplicata,DUPLICATA
32175,duplicata,DUPLICATA
32176,duplicata,DUPLICATA
32177,duplicata,DUPLICATA
32178,duplicata,DUPLICATA
32179,duplicata,DUPLICATA
32180,duplicata,DUPLICATA
32181,duplicata,DUPLICATA
32182,duplicata,DUPLICATA
32183,duplicata,DUPLICATA
32184,duplicata,DUPLICATA
32185,duplicata,DUPLICATA
32186,duplicata,DUPLICATA
32187,unicata,UNICATA
32188,duplicata,DUPLICATA
32189,duplicata,DUPLICATA
32190,duplicata,DUPLICATA
32191,duplicata,DUPLICATA
32192,duplicata,DUPLICATA
32193,duplicata,DUPLICATA
32194,duplicata,DUPLICATA
32195,duplicata,DUPLICATA
32196,duplicata,DUPLICATA
32197,duplicata,DUPLICATA
32198,duplicata,DUPLICATA
32199,duplicata,DUPLICATA
32200,duplicata,DUPLICATA
32201,duplicata,DUPLICATA
32202,duplicata,DUPLICATA
32203,duplicata,DUPLICATA
32204,duplicata,DUPLICATA
32205,duplicata,DUPLICATA
32206,duplicata,DUPLICATA
32207,duplicata,DUPLICATA
32208,duplicata,DUPLICATA
32209,duplicata,DUPLICATA
32210,duplicata,DUPLICATA
32211,duplicata,DUPLICATA
32212,duplicata,DUPLICATA
32213,duplicata,DUPLICATA
32214,unicata,UNICATA
32215,duplicata,DUPLICATA
32216,duplicata,DUPLICATA
32217,duplicata,DUPLICATA
32218,duplicata,DUPLICATA
32219,duplicata,DUPLICATA
32220,duplicata,DUPLICATA
32221,unicata,UNICATA
32222,unicata,UNICATA
32223,unicata,UNICATA
32224,unicata,UNICATA
32225,unicata,UNICATA
32226,unicata,UNICATA
32227,unicata,UNICATA
32228,unicata,UNICATA
32229,unicata,UNICATA
32230,unicata,UNICATA
32231,unicata,UNICATA
32232,unicata,UNICATA
32233,unicata,UNICATA
32234,unicata,UNICATA
32235,unicata,UNICATA
32236,unicata,UNICATA
32237,unicata,UNICATA
32238,unicata,UNICATA
32239,unicata,UNICATA
32240,unicata,UNICATA
32241,unicata,UNICATA
32242,unicata,UNICATA
32243,unicata,UNICATA
32244,unicata,UNICATA
32245,unicata,UNICATA
32246,unicata,UNICATA
32247,unicata,UNICATA
32248,unicata,UNICATA
32249,unicata,UNICATA
32250,unicata,UNICATA
32251,unicata,UNICATA
32252,unicata,UNICATA
32253,unicata,UNICATA
32254,unicata,UNICATA
32255,unicata,UNICATA
32256,unicata,UNICATA
32257,unicata,UNICATA
32258,unicata,UNICATA
32259,unicata,UNICATA
32260,unicata,UNICATA
32261,unicata,UNICATA
32262,unicata,UNICATA
32263,unicata,UNICATA
32264,unicata,UNICATA
32265,unicata,UNICATA
32266,unicata,UNICATA
32267,unicata,UNICATA
32268,unicata,UNICATA
32269,unicata,UNICATA
32270,unicata,UNICATA
32271,unicata,UNICATA
32272,unicata,UNICATA
32273,unicata,UNICATA
32274,unicata,UNICATA
32275,unicata,UNICATA
32276,unicata,UNICATA
32277,unicata,UNICATA
32278,unicata,UNICATA
32279,unicata,UNICATA
32280,unicata,UNICATA
32281,unicata,UNICATA
32282,unicata,UNICATA
32283,unicata,UNICATA
32284,unicata,UNICATA
32285,unicata,UNICATA
32286,unicata,UNICATA
32287,unicata,UNICATA
32288,unicata,UNICATA
32289,unicata,UNICATA
32290,unicata,UNICATA
32291,unicata,UNICATA
32292,duplicata,DUPLICATA
32293,unicata,UNICATA
32294,duplicata,DUPLICATA
32295,duplicata,DUPLICATA
32296,duplicata,DUPLICATA
32297,duplicata,DUPLICATA
32298,duplicata,DUPLICATA
32299,duplicata,DUPLICATA
32300,duplicata,DUPLICATA
32301,duplicata,DUPLICATA
32302,unicata,UNICATA
32303,duplicata,DUPLICATA
32304,duplicata,DUPLICATA
32305,unicata,UNICATA
32306,unicata,UNICATA
32307,duplicata,DUPLICATA
32308,duplicata,DUPLICATA
32309,duplicata,DUPLICATA
32310,duplicata,DUPLICATA
32311,duplicata,DUPLICATA
32312,duplicata,DUPLICATA
32313,duplicata,DUPLICATA
32314,duplicata,DUPLICATA
32315,duplicata,DUPLICATA
32316,duplicata,DUPLICATA
32317,duplicata,DUPLICATA
