id,obs_tombo,tombo_tipo
25215,duplicata,DUPLICATA
25216,unicata,UNICATA
25217,duplicata,DUPLICATA
25218,unicata,UNICATA
25219,duplicata,DUPLICATA
25220,duplicata,DUPLICATA
25221,duplicata,DUPLICATA
25222,duplicata,DUPLICATA
25223,duplicata,DUPLICATA
25224,unicata,UNICATA
25225,duplicata,DUPLICATA
25226,duplicata,DUPLICATA
25227,duplicata,DUPLICATA
25228,duplicata,DUPLICATA
25229,unicata,UNICATA
25230,duplicata,DUPLICATA
25231,duplicata,DUPLICATA
25232,duplicata,DUPLICATA
25233,duplicata,DUPLICATA
25234,duplicata,DUPLICATA
25235,duplicata,DUPLICATA
25236,unicata,UNICATA
25237,duplicata,DUPLICATA
25238,unicata,UNICATA
25239,duplicata,DUPLICATA
25240,unicata,UNICATA
25241,duplicata,DUPLICATA
25242,duplicata,DUPLICATA
25243,unicata,UNICATA
25244,duplicata,DUPLICATA
25245,duplicata,DUPLICATA
25246,unicata,UNICATA
25247,unicata,UNICATA
25248,duplicata,DUPLICATA
25249,duplicata,DUPLICATA
25250,duplicata,DUPLICATA
25251,duplicata,DUPLICATA
25252,duplicata,DUPLICATA
25253,duplicata,DUPLICATA
25254,unicata,UNICATA
25255,duplicata,DUPLICATA
25256,duplicata,DUPLICATA
25257,duplicata,DUPLICATA
25258,duplicata,DUPLICATA
25259,duplicata,DUPLICATA
25260,unicata,UNICATA
25261,duplicata,DUPLICATA
25262,unicata,UNICATA
25263,unicata,UNICATA
25264,unicata,UNICATA
25265,duplicata,DUPLICATA
25266,unicata,UNICATA
25267,duplicata,DUPLICATA
25268,unicata,UNICATA
25269,duplicata,DUPLICATA
25270,unicata,UNICATA
25271,duplicata,DUPLICATA
25272,duplicata,DUPLICATA
25273,duplicata,DUPLICATA
25274,unicata,UNICATA
25275,duplicata,DUPLICATA
25276,unicata,UNICATA
25277,duplicata,DUPLICATA
25278,duplicata,DUPLICATA
25279,duplicata,DUPLICATA
25280,duplicata,DUPLICATA
25281,duplicata,DUPLICATA
25282,duplicata,DUPLICATA
25283,duplicata,DUPLICATA
25284,duplicata,DUPLICATA
25285,duplicata,DUPLICATA
25286,duplicata,DUPLICATA
25287,duplicata,DUPLICATA
25288,duplicata,DUPLICATA
25289,duplicata,DUPLICATA
25290,duplicata,DUPLICATA
25291,duplicata,DUPLICATA
25292,duplicata,DUPLICATA
25293,duplicata,DUPLICATA
25294,duplicata,DUPLICATA
25295,duplicata,DUPLICATA
25296,duplicata,DUPLICATA
25297,unicata,UNICATA
25298,unicata,UNICATA
25299,duplicata,DUPLICATA
25300,duplicata,DUPLICATA
25301,unicata,UNICATA
25302,duplicata,DUPLICATA
25303,duplicata,DUPLICATA
25304,duplicata,DUPLICATA
25305,unicata,UNICATA
25306,duplicata,DUPLICATA
25307,unicata,UNICATA
25308,duplicata,DUPLICATA
25309,duplicata,DUPLICATA
25310,duplicata,DUPLICATA
25311,duplicata,DUPLICATA
25312,duplicata,DUPLICATA
25313,duplicata,DUPLICATA
25314,duplicata,DUPLICATA
25315,duplicata,DUPLICATA
25316,duplicata,DUPLICATA
25317,duplicata,DUPLICATA
25318,duplicata,DUPLICATA
25319,duplicata,DUPLICATA
25320,duplicata,DUPLICATA
25321,duplicata,DUPLICATA
25322,duplicata,DUPLICATA
25323,unicata,UNICATA
25324,unicata,UNICATA
25325,duplicata,DUPLICATA
25326,unicata,UNICATA
25327,unicata,UNICATA
25328,unicata,UNICATA
25329,duplicata,DUPLICATA
25330,duplicata,DUPLICATA
25331,unicata,UNICATA
25332,duplicata,DUPLICATA
25333,duplicata,DUPLICATA
25334,duplicata,DUPLICATA
25335,duplicata,DUPLICATA
25336,duplicata,DUPLICATA
25337,duplicata,DUPLICATA
25338,duplicata,DUPLICATA
25339,duplicata,DUPLICATA
25340,duplicata,DUPLICATA
25341,duplicata,DUPLICATA
25342,duplicata,DUPLICATA
25343,duplicata,DUPLICATA
25344,duplicata,DUPLICATA
25345,duplicata,DUPLICATA
25346,duplicata,DUPLICATA
25347,unicata,UNICATA
25348,duplicata,DUPLICATA
25349,duplicata,DUPLICATA
25350,duplicata,DUPLICATA
25351,duplicata,DUPLICATA
25352,duplicata,DUPLICATA
25353,duplicata,DUPLICATA
25354,duplicata,DUPLICATA
25355,duplicata,DUPLICATA
25356,duplicata,DUPLICATA
25357,duplicata,DUPLICATA
25358,duplicata,DUPLICATA
25359,duplicata,DUPLICATA
25360,duplicata,DUPLICATA
25361,unicata,UNICATA
25362,duplicata,DUPLICATA
25363,duplicata,DUPLICATA
25364,duplicata,DUPLICATA
25365,duplicata,DUPLICATA
25366,duplicata,DUPLICATA
25367,duplicata,DUPLICATA
25368,duplicata,DUPLICATA
25369,duplicata,DUPLICATA
25370,duplicata,DUPLICATA
25371,duplicata,DUPLICATA
25372,duplicata,DUPLICATA
25373,duplicata,DUPLICATA
25374,duplicata,DUPLICATA
25375,duplicata,DUPLICATA
25376,duplicata,DUPLICATA
25377,duplicata,DUPLICATA
25378,duplicata,DUPLICATA
25379,unicata,UNICATA
25380,duplicata,DUPLICATA
25381,duplicata,DUPLICATA
25382,duplicata,DUPLICATA
25383,unicata,UNICATA
25384,duplicata,DUPLICATA
25385,duplicata,DUPLICATA
25386,duplicata,DUPLICATA
25387,duplicata,DUPLICATA
25388,duplicata,DUPLICATA
25389,unicata,UNICATA
25390,duplicata,DUPLICATA
25391,duplicata,DUPLICATA
25392,duplicata,DUPLICATA
25393,unicata,UNICATA
25394,unicata,UNICATA
25395,duplicata,DUPLICATA
25396,duplicata,DUPLICATA
25397,duplicata,DUPLICATA
25398,duplicata,DUPLICATA
25399,duplicata,DUPLICATA
25400,duplicata,DUPLICATA
25401,duplicata,DUPLICATA
25402,duplicata,DUPLICATA
25403,duplicata,DUPLICATA
25404,duplicata,DUPLICATA
25405,duplicata,DUPLICATA
25406,duplicata,DUPLICATA
25407,unicata,UNICATA
25408,duplicata,DUPLICATA
25409,duplicata,DUPLICATA
25410,duplicata,DUPLICATA
25411,duplicata,DUPLICATA
25412,duplicata,DUPLICATA
25413,duplicata,DUPLICATA
25414,duplicata,DUPLICATA
25415,duplicata,DUPLICATA
25416,duplicata,DUPLICATA
25417,duplicata,DUPLICATA
25418,duplicata,DUPLICATA
25419,duplicata,DUPLICATA
25420,unicata,UNICATA
25421,duplicata,DUPLICATA
25422,duplicata,DUPLICATA
25423,unicata,UNICATA
25424,duplicata,DUPLICATA
25425,unicata,UNICATA
25426,duplicata,DUPLICATA
25427,duplicata,DUPLICATA
25428,duplicata,DUPLICATA
25429,unicata,UNICATA
25430,duplicata,DUPLICATA
25431,unicata,UNICATA
25432,duplicata,DUPLICATA
25433,unicata,UNICATA
25434,duplicata,DUPLICATA
25435,duplicata,DUPLICATA
25436,duplicata,DUPLICATA
25437,duplicata,DUPLICATA
25438,duplicata,DUPLICATA
25439,duplicata,DUPLICATA
25440,unicata,UNICATA
25441,duplicata,DUPLICATA
25442,unicata,UNICATA
25443,unicata,UNICATA
25444,duplicata,DUPLICATA
25445,duplicata,DUPLICATA
25446,unicata,UNICATA
25447,duplicata,DUPLICATA
25448,duplicata,DUPLICATA
25449,unicata,UNICATA
25450,duplicata,DUPLICATA
25451,duplicata,DUPLICATA
25452,duplicata,DUPLICATA
25453,unicata,UNICATA
25454,duplicata,DUPLICATA
25455,duplicata,DUPLICATA
25456,duplicata,DUPLICATA
25457,unicata,UNICATA
25458,duplicata,DUPLICATA
25459,duplicata,DUPLICATA
25460,duplicata,DUPLICATA
25461,duplicata,DUPLICATA
25462,duplicata,DUPLICATA
25463,duplicata,DUPLICATA
25464,duplicata,DUPLICATA
25465,duplicata,DUPLICATA
25466,duplicata,DUPLICATA
25467,duplicata,DUPLICATA
25468,duplicata,DUPLICATA
25469,duplicata,DUPLICATA
25470,duplicata,DUPLICATA
25471,duplicata,DUPLICATA
25472,duplicata,DUPLICATA
25473,duplicata,DUPLICATA
25474,duplicata,DUPLICATA
25475,duplicata,DUPLICATA
25476,unicata,UNICATA
25477,unicata,UNICATA
25478,duplicata,DUPLICATA
25479,duplicata,DUPLICATA
25480,duplicata,DUPLICATA
25481,unicata,UNICATA
25482,duplicata,DUPLICATA
25483,duplicata,DUPLICATA
25484,duplicata,DUPLICATA
25485,duplicata,DUPLICATA
25486,duplicata,DUPLICATA
25487,duplicata,DUPLICATA
25488,duplicata,DUPLICATA
25489,duplicata,DUPLICATA
25490,duplicata,DUPLICATA
25491,unicata,UNICATA
25492,duplicata,DUPLICATA
25493,unicata,UNICATA
25494,duplicata,DUPLICATA
25495,duplicata,DUPLICATA
25496,unicata,UNICATA
25497,unicata,UNICATA
25498,duplicata,DUPLICATA
25499,unicata,UNICATA
25500,duplicata,DUPLICATA
25501,duplicata,DUPLICATA
25502,unicata,UNICATA
25503,duplicata,DUPLICATA
25504,unicata,UNICATA
25505,duplicata,DUPLICATA
25506,duplicata,DUPLICATA
25507,duplicata,DUPLICATA
25508,duplicata,DUPLICATA
25509,duplicata,DUPLICATA
25510,duplicata,DUPLICATA
25511,unicata,UNICATA
25512,unicata,UNICATA
25513,unicata,UNICATA
25514,unicata,UNICATA
25515,unicata,UNICATA
25516,unicata,UNICATA
25517,duplicata,DUPLICATA
25518,unicata,UNICATA
25519,unicata,UNICATA
25520,unicata,UNICATA
25521,unicata,UNICATA
25522,duplicata,DUPLICATA
25523,duplicata,DUPLICATA
25524,unicata,UNICATA
25525,unicata,UNICATA
25526,unicata,UNICATA
25527,unicata,UNICATA
25528,duplicata,DUPLICATA
25529,unicata,UNICATA
25530,unicata,UNICATA
25531,unicata,UNICATA
25532,duplicata,DUPLICATA
25533,unicata,UNICATA
25534,duplicata,DUPLICATA
25535,unicata,UNICATA
25536,duplicata,DUPLICATA
25537,unicata,UNICATA
25538,unicata,UNICATA
25539,unicata,UNICATA
25540,unicata,UNICATA
25541,duplicata,DUPLICATA
25542,unicata,UNICATA
25543,duplicata,DUPLICATA
25544,unicata,UNICATA
25545,unicata,UNICATA
25546,unicata,UNICATA
25547,unicata,UNICATA
25548,unicata,UNICATA
25549,duplicata,DUPLICATA
25550,duplicata,DUPLICATA
25551,unicata,UNICATA
25552,duplicata,DUPLICATA
25553,unicata,UNICATA
25554,unicata,UNICATA
25555,duplicata,DUPLICATA
25556,unicata,UNICATA
25557,unicata,UNICATA
25558,unicata,UNICATA
25559,duplicata,DUPLICATA
25560,unicata,UNICATA
25561,unicata,UNICATA
25562,unicata,UNICATA
25563,unicata,UNICATA
25564,unicata,UNICATA
25565,unicata,UNICATA
25566,unicata,UNICATA
25567,duplicata,DUPLICATA
25568,unicata,UNICATA
25569,duplicata,DUPLICATA
25570,unicata,UNICATA
25571,unicata,UNICATA
25572,unicata,UNICATA
25573,unicata,UNICATA
25574,unicata,UNICATA
25575,duplicata,DUPLICATA
25576,duplicata,DUPLICATA
25577,unicata,UNICATA
25578,unicata,UNICATA
25579,unicata,UNICATA
25580,unicata,UNICATA
25581,unicata,UNICATA
25582,unicata,UNICATA
25583,unicata,UNICATA
25584,unicata,UNICATA
25585,unicata,UNICATA
25586,unicata,UNICATA
25587,duplicata,DUPLICATA
25588,unicata,UNICATA
25589,unicata,UNICATA
25590,unicata,UNICATA
25591,unicata,UNICATA
25592,unicata,UNICATA
25593,unicata,UNICATA
25594,unicata,UNICATA
25595,unicata,UNICATA
25596,unicata,UNICATA
25597,unicata,UNICATA
25598,unicata,UNICATA
25599,unicata,UNICATA
25600,unicata,UNICATA
25601,unicata,UNICATA
25602,unicata,UNICATA
25603,unicata,UNICATA
25604,unicata,UNICATA
25605,unicata,UNICATA
25606,unicata,UNICATA
25607,unicata,UNICATA
25608,duplicata,DUPLICATA
25609,unicata,UNICATA
25610,unicata,UNICATA
25611,unicata,UNICATA
25612,unicata,UNICATA
25613,unicata,UNICATA
25614,unicata,UNICATA
25615,unicata,UNICATA
25616,unicata,UNICATA
25617,unicata,UNICATA
25618,unicata,UNICATA
25619,unicata,UNICATA
25620,unicata,UNICATA
25621,unicata,UNICATA
25622,unicata,UNICATA
25623,duplicata,DUPLICATA
25624,unicata,UNICATA
25625,unicata,UNICATA
25626,unicata,UNICATA
25627,unicata,UNICATA
25628,unicata,UNICATA
25629,duplicata,DUPLICATA
25630,unicata,UNICATA
25631,duplicata,DUPLICATA
25632,unicata,UNICATA
25633,unicata,UNICATA
25634,unicata,UNICATA
25635,unicata,UNICATA
25636,unicata,UNICATA
25637,unicata,UNICATA
25638,duplicata,DUPLICATA
25639,duplicata,DUPLICATA
25640,unicata,UNICATA
25641,unicata,UNICATA
25642,unicata,UNICATA
25643,unicata,UNICATA
25644,unicata,UNICATA
25645,unicata,UNICATA
25646,unicata,UNICATA
25647,unicata,UNICATA
25648,unicata,UNICATA
25649,unicata,UNICATA
25650,unicata,UNICATA
25651,unicata,UNICATA
25652,unicata,UNICATA
25653,unicata,UNICATA
25654,unicata,UNICATA
25655,duplicata,DUPLICATA
25656,unicata,UNICATA
25657,unicata,UNICATA
25658,unicata,UNICATA
25659,unicata,UNICATA
25660,unicata,UNICATA
25661,duplicata,DUPLICATA
25662,unicata,UNICATA
25663,unicata,UNICATA
25664,unicata,UNICATA
25665,duplicata,DUPLICATA
25666,unicata,UNICATA
25667,duplicata,DUPLICATA
25668,unicata,UNICATA
25669,unicata,UNICATA
25670,duplicata,DUPLICATA
25671,unicata,UNICATA
25672,duplicata,DUPLICATA
25673,unicata,UNICATA
25674,unicata,UNICATA
25675,unicata,UNICATA
25676,unicata,UNICATA
25677,unicata,UNICATA
25678,duplicata,DUPLICATA
25679,unicata,UNICATA
25680,unicata,UNICATA
25681,duplicata,DUPLICATA
25682,unicata,UNICATA
25683,unicata,UNICATA
25684,unicata,UNICATA
25685,unicata,UNICATA
25686,unicata,UNICATA
25687,unicata,UNICATA
25688,unicata,UNICATA
25689,unicata,UNICATA
25690,unicata,UNICATA
25691,unicata,UNICATA
25692,unicata,UNICATA
25693,unicata,UNICATA
25694,unicata,UNICATA
25695,duplicata,DUPLICATA
25696,duplicata,DUPLICATA
25697,duplicata,DUPLICATA
25698,duplicata,DUPLICATA
25699,duplicata,DUPLICATA
25700,duplicata,DUPLICATA
25701,duplicata,DUPLICATA
25702,duplicata,DUPLICATA
25703,duplicata,DUPLICATA
25704,duplicata,DUPLICATA
25705,duplicata,DUPLICATA
25706,duplicata,DUPLICATA
25707,duplicata,DUPLICATA
25708,duplicata,DUPLICATA
25709,duplicata,DUPLICATA
25710,duplicata,DUPLICATA
25711,duplicata,DUPLICATA
25712,duplicata,DUPLICATA
25713,duplicata,DUPLICATA
25714,duplicata,DUPLICATA
25715,duplicata,DUPLICATA
25716,unicata,UNICATA
25717,duplicata,DUPLICATA
25718,duplicata,DUPLICATA
25719,duplicata,DUPLICATA
25720,duplicata,DUPLICATA
25721,duplicata,DUPLICATA
25722,duplicata,DUPLICATA
25723,duplicata,DUPLICATA
25724,duplicata,DUPLICATA
25725,duplicata,DUPLICATA
25726,duplicata,DUPLICATA
25727,duplicata,DUPLICATA
25728,unicata,UNICATA
25729,duplicata,DUPLICATA
25730,duplicata,DUPLICATA
25731,unicata,UNICATA
25732,duplicata,DUPLICATA
25733,duplicata,DUPLICATA
25734,duplicata,DUPLICATA
25735,duplicata,DUPLICATA
25736,duplicata,DUPLICATA
25737,duplicata,DUPLICATA
25738,duplicata,DUPLICATA
25739,duplicata,DUPLICATA
25740,duplicata,DUPLICATA
25741,duplicata,DUPLICATA
25742,duplicata,DUPLICATA
25743,duplicata,DUPLICATA
25744,duplicata,DUPLICATA
25745,unicata,UNICATA
25746,duplicata,DUPLICATA
25747,duplicata,DUPLICATA
25748,duplicata,DUPLICATA
25749,duplicata,DUPLICATA
25750,duplicata,DUPLICATA
25751,duplicata,DUPLICATA
25752,duplicata,DUPLICATA
25753,unicata,UNICATA
25754,duplicata,DUPLICATA
25755,unicata,UNICATA
25756,duplicata,DUPLICATA
25757,duplicata,DUPLICATA
25758,duplicata,DUPLICATA
25759,duplicata,DUPLICATA
25760,duplicata,DUPLICATA
25761,duplicata,DUPLICATA
25762,duplicata,DUPLICATA
25763,duplicata,DUPLICATA
25764,duplicata,DUPLICATA
25765,duplicata,DUPLICATA
25766,duplicata,DUPLICATA
25767,duplicata,DUPLICATA
25768,unicata,UNICATA
25769,duplicata,DUPLICATA
25770,unicata,UNICATA
25771,duplicata,DUPLICATA
25772,duplicata,DUPLICATA
25773,duplicata,DUPLICATA
25774,unicata,UNICATA
25775,duplicata,DUPLICATA
25776,unicata,UNICATA
25777,duplicata,DUPLICATA
25778,duplicata,DUPLICATA
25779,unicata,UNICATA
25780,duplicata,DUPLICATA
25781,duplicata,DUPLICATA
25782,duplicata,DUPLICATA
25783,unicata,UNICATA
25784,duplicata,DUPLICATA
25785,duplicata,DUPLICATA
25786,duplicata,DUPLICATA
25787,unicata,UNICATA
25788,duplicata,DUPLICATA
25789,duplicata,DUPLICATA
25790,duplicata,DUPLICATA
25791,duplicata,DUPLICATA
25792,duplicata,DUPLICATA
25793,duplicata,DUPLICATA
25794,unicata,UNICATA
25795,duplicata,DUPLICATA
25796,duplicata,DUPLICATA
25797,duplicata,DUPLICATA
25798,duplicata,DUPLICATA
25799,duplicata,DUPLICATA
25800,duplicata,DUPLICATA
25801,unicata,UNICATA
25802,duplicata,DUPLICATA
25803,duplicata,DUPLICATA
25804,duplicata,DUPLICATA
25805,duplicata,DUPLICATA
25806,duplicata,DUPLICATA
25807,unicata,UNICATA
25808,duplicata,DUPLICATA
25809,duplicata,DUPLICATA
25810,duplicata,DUPLICATA
25811,duplicata,DUPLICATA
25812,duplicata,DUPLICATA
25813,duplicata,DUPLICATA
25814,duplicata,DUPLICATA
25815,duplicata,DUPLICATA
25816,duplicata,DUPLICATA
25817,duplicata,DUPLICATA
25818,duplicata,DUPLICATA
25819,duplicata,DUPLICATA
25820,duplicata,DUPLICATA
25821,duplicata,DUPLICATA
25822,duplicata,DUPLICATA
25823,unicata,UNICATA
25824,duplicata,DUPLICATA
25825,unicata,UNICATA
25826,duplicata,DUPLICATA
25827,unicata,UNICATA
25828,duplicata,DUPLICATA
25829,duplicata,DUPLICATA
25830,duplicata,DUPLICATA
25831,duplicata,DUPLICATA
25832,duplicata,DUPLICATA
25833,duplicata,DUPLICATA
25834,unicata,UNICATA
25835,unicata,UNICATA
25836,duplicata,DUPLICATA
25837,duplicata,DUPLICATA
25838,unicata,UNICATA
25839,unicata,UNICATA
25840,duplicata,DUPLICATA
25841,unicata,UNICATA
25842,duplicata,DUPLICATA
25843,unicata,UNICATA
25844,duplicata,DUPLICATA
25845,duplicata,DUPLICATA
25846,duplicata,DUPLICATA
25847,duplicata,DUPLICATA
25848,duplicata,DUPLICATA
25849,duplicata,DUPLICATA
25850,duplicata,DUPLICATA
25851,duplicata,DUPLICATA
25852,unicata,UNICATA
25853,duplicata,DUPLICATA
25854,duplicata,DUPLICATA
25855,duplicata,DUPLICATA
25856,duplicata,DUPLICATA
25857,duplicata,DUPLICATA
25858,unicata,UNICATA
25859,unicata,UNICATA
25860,duplicata,DUPLICATA
25861,duplicata,DUPLICATA
25862,duplicata,DUPLICATA
25863,duplicata,DUPLICATA
25864,duplicata,DUPLICATA
25865,duplicata,DUPLICATA
25866,duplicata,DUPLICATA
25867,unicata,UNICATA
25868,duplicata,DUPLICATA
25869,unicata,UNICATA
25870,duplicata,DUPLICATA
25871,duplicata,DUPLICATA
25872,duplicata,DUPLICATA
25873,duplicata,DUPLICATA
25874,duplicata,DUPLICATA
25875,duplicata,DUPLICATA
25876,duplicata,DUPLICATA
25877,duplicata,DUPLICATA
25878,duplicata,DUPLICATA
25879,duplicata,DUPLICATA
25880,duplicata,DUPLICATA
25881,duplicata,DUPLICATA
25882,unicata,UNICATA
25883,duplicata,DUPLICATA
25884,duplicata,DUPLICATA
25885,duplicata,DUPLICATA
25886,duplicata,DUPLICATA
25887,duplicata,DUPLICATA
25888,unicata,UNICATA
25889,unicata,UNICATA
25890,duplicata,DUPLICATA
25891,duplicata,DUPLICATA
25892,duplicata,DUPLICATA
25893,duplicata,DUPLICATA
25894,duplicata,DUPLICATA
25895,duplicata,DUPLICATA
25896,duplicata,DUPLICATA
25897,duplicata,DUPLICATA
25898,unicata,UNICATA
25899,unicata,UNICATA
25900,unicata,UNICATA
25901,unicata,UNICATA
25902,unicata,UNICATA
25903,unicata,UNICATA
25904,unicata,UNICATA
25905,unicata,UNICATA
25906,unicata,UNICATA
25907,unicata,UNICATA
25908,unicata,UNICATA
25909,unicata,UNICATA
25910,unicata,UNICATA
25911,unicata,UNICATA
25912,duplicata,DUPLICATA
25913,unicata,UNICATA
25914,unicata,UNICATA
25915,unicata,UNICATA
25916,unicata,UNICATA
25917,duplicata,DUPLICATA
25918,unicata,UNICATA
25919,unicata,UNICATA
25920,unicata,UNICATA
25921,unicata,UNICATA
25922,unicata,UNICATA
25923,unicata,UNICATA
25924,unicata,UNICATA
25925,unicata,UNICATA
25926,unicata,UNICATA
25927,unicata,UNICATA
25928,duplicata,DUPLICATA
25929,unicata,UNICATA
25930,duplicata,DUPLICATA
25931,unicata,UNICATA
25932,duplicata,DUPLICATA
25933,unicata,UNICATA
25934,duplicata,DUPLICATA
25935,duplicata,DUPLICATA
25936,duplicata,DUPLICATA
25937,duplicata,DUPLICATA
25938,duplicata,DUPLICATA
25939,duplicata,DUPLICATA
25940,duplicata,DUPLICATA
25941,duplicata,DUPLICATA
25942,duplicata,DUPLICATA
25943,duplicata,DUPLICATA
25944,duplicata,DUPLICATA
25945,unicata,UNICATA
25946,duplicata,DUPLICATA
25947,duplicata,DUPLICATA
25948,duplicata,DUPLICATA
25949,duplicata,DUPLICATA
25950,duplicata,DUPLICATA
25951,duplicata,DUPLICATA
25952,duplicata,DUPLICATA
25953,duplicata,DUPLICATA
25954,duplicata,DUPLICATA
25955,duplicata,DUPLICATA
25956,duplicata,DUPLICATA
25957,duplicata,DUPLICATA
25958,duplicata,DUPLICATA
25959,duplicata,DUPLICATA
25960,duplicata,DUPLICATA
25961,duplicata,DUPLICATA
25962,duplicata,DUPLICATA
25963,duplicata,DUPLICATA
25964,duplicata,DUPLICATA
25965,duplicata,DUPLICATA
25966,duplicata,DUPLICATA
25967,duplicata,DUPLICATA
25968,duplicata,DUPLICATA
25969,duplicata,DUPLICATA
25970,duplicata,DUPLICATA
25971,duplicata,DUPLICATA
25972,duplicata,DUPLICATA
25973,unicata,UNICATA
25974,duplicata,DUPLICATA
25975,unicata,UNICATA
25976,duplicata,DUPLICATA
25977,unicata,UNICATA
25978,unicata,UNICATA
25979,unicata,UNICATA
25980,unicata,UNICATA
25981,duplicata,DUPLICATA
25982,unicata,UNICATA
25983,duplicata,DUPLICATA
25984,duplicata,DUPLICATA
25985,duplicata,DUPLICATA
25986,duplicata,DUPLICATA
25987,duplicata,DUPLICATA
25988,duplicata,DUPLICATA
25989,duplicata,DUPLICATA
25990,duplicata,DUPLICATA
25991,duplicata,DUPLICATA
25992,duplicata,DUPLICATA
25993,unicata,UNICATA
25994,duplicata,DUPLICATA
25995,unicata,UNICATA
25996,duplicata,DUPLICATA
25997,duplicata,DUPLICATA
25998,duplicata,DUPLICATA
25999,unicata,UNICATA
26000,unicata,UNICATA
26001,duplicata,DUPLICATA
26002,unicata,UNICATA
26003,unicata,UNICATA
26004,duplicata,DUPLICATA
26005,duplicata,DUPLICATA
26006,unicata,UNICATA
26007,duplicata,DUPLICATA
26008,duplicata,DUPLICATA
26009,duplicata,DUPLICATA
26010,duplicata,DUPLICATA
26011,duplicata,DUPLICATA
26012,duplicata,DUPLICATA
26013,duplicata,DUPLICATA
26014,duplicata,DUPLICATA
26015,duplicata,DUPLICATA
26016,duplicata,DUPLICATA
26017,unicata,UNICATA
26018,duplicata,DUPLICATA
26019,duplicata,DUPLICATA
26020,unicata,UNICATA
26021,duplicata,DUPLICATA
26022,duplicata,DUPLICATA
26023,unicata,UNICATA
26024,duplicata,DUPLICATA
26025,duplicata,DUPLICATA
26026,duplicata,DUPLICATA
26027,unicata,UNICATA
26028,unicata,UNICATA
26029,duplicata,DUPLICATA
26030,duplicata,DUPLICATA
26031,duplicata,DUPLICATA
26032,duplicata,DUPLICATA
26033,duplicata,DUPLICATA
26034,duplicata,DUPLICATA
26035,duplicata,DUPLICATA
26036,duplicata,DUPLICATA
26037,duplicata,DUPLICATA
26038,duplicata,DUPLICATA
26039,duplicata,DUPLICATA
26040,duplicata,DUPLICATA
26041,duplicata,DUPLICATA
26042,duplicata,DUPLICATA
26043,duplicata,DUPLICATA
26044,duplicata,DUPLICATA
26045,duplicata,DUPLICATA
26046,duplicata,DUPLICATA
26047,unicata,UNICATA
26048,duplicata,DUPLICATA
26049,duplicata,DUPLICATA
26050,duplicata,DUPLICATA
26051,duplicata,DUPLICATA
26052,unicata,UNICATA
26053,unicata,UNICATA
26054,unicata,UNICATA
26055,unicata,UNICATA
26056,unicata,UNICATA
26057,unicata,UNICATA
26058,unicata,UNICATA
26059,unicata,UNICATA
26060,unicata,UNICATA
26061,unicata,UNICATA
26062,unicata,UNICATA
26063,unicata,UNICATA
26064,unicata,UNICATA
26065,unicata,UNICATA
26066,unicata,UNICATA
26067,unicata,UNICATA
26068,unicata,UNICATA
26069,unicata,UNICATA
26070,unicata,UNICATA
26071,unicata,UNICATA
26072,unicata,UNICATA
26073,unicata,UNICATA
26074,unicata,UNICATA
26075,unicata,UNICATA
26076,unicata,UNICATA
26077,unicata,UNICATA
26078,unicata,UNICATA
26079,unicata,UNICATA
26080,unicata,UNICATA
26081,unicata,UNICATA
26082,unicata,UNICATA
26083,unicata,UNICATA
26084,unicata,UNICATA
26085,unicata,UNICATA
26086,unicata,UNICATA
26087,unicata,UNICATA
26088,unicata,UNICATA
26089,unicata,UNICATA
26090,unicata,UNICATA
26091,unicata,UNICATA
26092,unicata,UNICATA
26093,unicata,UNICATA
26094,unicata,UNICATA
26095,unicata,UNICATA
26096,unicata,UNICATA
26097,unicata,UNICATA
26098,unicata,UNICATA
26099,unicata,UNICATA
26100,unicata,UNICATA
26101,unicata,UNICATA
26102,unicata,UNICATA
26103,duplicata,DUPLICATA
26104,unicata,UNICATA
26105,unicata,UNICATA
26106,unicata,UNICATA
26107,unicata,UNICATA
26108,unicata,UNICATA
26109,duplicata,DUPLICATA
26110,unicata,UNICATA
26111,duplicata,DUPLICATA
26112,duplicata,DUPLICATA
26113,unicata,UNICATA
26114,unicata,UNICATA
26115,unicata,UNICATA
26116,unicata,UNICATA
26117,duplicata,DUPLICATA
26118,unicata,UNICATA
26119,unicata,UNICATA
26120,unicata,UNICATA
26121,unicata,UNICATA
26122,unicata,UNICATA
26123,duplicata,DUPLICATA
26124,unicata,UNICATA
26125,unicata,UNICATA
26126,unicata,UNICATA
26127,unicata,UNICATA
26128,unicata,UNICATA
26129,unicata,UNICATA
26130,unicata,UNICATA
26131,unicata,UNICATA
26132,unicata,UNICATA
26133,unicata,UNICATA
26134,unicata,UNICATA
26135,unicata,UNICATA
26136,duplicata,DUPLICATA
26137,unicata,UNICATA
26138,duplicata,DUPLICATA
26139,unicata,UNICATA
26140,unicata,UNICATA
26141,unicata,UNICATA
26142,unicata,UNICATA
26143,unicata,UNICATA
26144,unicata,UNICATA
26145,unicata,UNICATA
26146,unicata,UNICATA
26147,unicata,UNICATA
26148,unicata,UNICATA
26149,unicata,UNICATA
26150,unicata,UNICATA
26151,unicata,UNICATA
26152,unicata,UNICATA
26153,unicata,UNICATA
26154,unicata,UNICATA
26155,unicata,UNICATA
26156,unicata,UNICATA
26157,unicata,UNICATA
26158,unicata,UNICATA
26159,unicata,UNICATA
26160,unicata,UNICATA
26161,unicata,UNICATA
26162,unicata,UNICATA
26163,unicata,UNICATA
