"CODIGO","CIDADE","ESTADO","PAIS"
1724,Novo Santo Antônio,MT,Brasil
1725,Novo Santo Antônio,MT,Brasil
1726,Novo Santo Antônio,MT,Brasil
1727,Poconé,MT,Brasil
1728,Cuiabá,MT,Brasil
1729,Poconé,MT,Brasil
1730,Cotriguaçu,MT,Brasil
1731,Cuiabá,MT,Brasil
1732,Cuiabá,MT,Brasil
1733,Nova Marilândia,MT,Brasil
1734,Pitanga,PR,Brasil
1735,Paraíso do Norte,PR,Brasil
1736,Guaraqueçaba,PR,Brasil
1737,Guaraqueçaba,PR,Brasil
1738,Guaraqueçaba,PR,Brasil
1739,Guaraqueçaba,PR,Brasil
1740,Fênix,PR,Brasil
1741,Cianorte,PR,Brasil
1742,Cerro Azul,PR,Brasil
1743,Guaratuba,PR,Brasil
1744,Piraquara,PR,Brasil
1745,Rio Branco do Sul,PR,Brasil
1746,Guaratuba,PR,Brasil
1747,Piraquara,PR,Brasil
1748,Cerro Azul,PR,Brasil
1749,Cerro Azul,PR,Brasil
1750,Coronel Domingos Soares,PR,Brasil
1751,Garuva,PR,Brasil
1752,Jundiaí do Sul,PR,Brasil
1753,Verdelândia,MG,Brasil
1754,São Jorge d'Oeste,PR,Brasil
1755,Paulo Frontin,PR,Brasil
1756,Monte Alegre de Goiás,GO,Brasil
1757,Jundiaí do Sul,PR,Brasil
1758,Campina Grande do Sul,PR,Brasil
1759,Campina Grande do Sul,PR,Brasil
1760,São Miguel das Matas,BA,Brasil
1761,Ponta Grossa,PR,Brasil
1762,Londrina,PR,Brasil
1763,Água Doce,SC,Brasil
1764,Guaraqueçaba,PR,Brasil
1765,Curitiba,PR,Brasil
1766,Adrianópolis,PR,Brasil
1767,Valparaíso,SP,Brasil
1768,Valparaíso,SP,Brasil
1769,Ilha Solteira,SP,Brasil
1770,São José dos Pinhais,PR,Brasil
1771,Rio Verde de Mato Grosso,MS,Brasil
1772,Jequitaí,MG,Brasil
1773,Urubici,SC,Brasil
1774,Palmas,PR,Brasil
1775,Aquidauana,MS,Brasil
1776,São Domingos,GO,Brasil
1777,Buenópolis,MG,Brasil
1778,Santa Filomena,PI,Brasil
1779,Palmas,PR,Brasil
1780,Garuva,SC,Brasil
1781,Buritizeiro,MG,Brasil
1782,Esmeralda,RS,Brasil
1783,Caxias do Sul,RS,Brasil
1784,Alto Parnaíba,MA,Brasil
1785,Caxias do Sul,RS,Brasil
1786,Nova Venécia,ES,Brasil
1787,Blumenau,SC,Brasil
1788,Piemonte da Diamantina,BA,Brasil
1789,Piemonte da Diamantina,BA,Brasil
1790,Raso da Catarina,BA,Brasil
1791,Tibagi,PR,Brasil
1792,  , ,China
1793,Provincia de Catamarca, ,Argentina
1794,Lima Duarte,MG,Brasil
1795,Jaguariaíva,PR,Brasil
1796,Depto Rio Cuarto - Córdoba, ,Argentina
1797,Elísio Medrado,BA,Brasil
1798,Corrientes, ,Argentina
1799,Córdoba, ,Argentina
1800,Paulo Lopes,SC,Brasil
1801,Córdoba, ,Argentina
1802,Venda Nova do Imigrante,ES,Brasil
1803,Mafra,SC,Brasil
1804,Apucarana,PR,Brasil
1805, , ,China
1806, , ,China
1807, , ,China
1808, , ,China
1809, , ,China
1810,Antônio Carlos,MG,Brasil
1811, , ,China
1812, , ,China
1813, , ,China
1814, , ,China
1815, , ,China
1816, , ,China
1817, , ,China
1818, , ,China
1819, , ,China
1820, , ,China
1821, , ,China
1822, , ,China
1823, , ,China
1824,Alto Parnaíba,MA,Brasil
1825,Teresópolis,RJ,Brasil
1826,Garuva,PR,Brasil
1827,Piraquara,PR,Brasil
1828,Tijucas do Sul,PR,Brasil
1829,São José dos Pinhais,PR,Brasil
1830,Balneário Camboriú,SC,Brasil
1831,Ponte Alta do Tocantins,TO,Brasil
1832,Paula Freitas,PR,Brasil
1833,Ponta Grossa,PR,Brasil
1834,Palmeira,PR,Brasil
1835,Joinville,SC,Brasil
1836,Quatro Barras,PR,Brasil
1837,São Mateus do Sul,PR,Brasil
1838,Campina da Lagoa,PR,Brasil
1839,Guaraqueçaba,PR,Brasil
1840,Palmas,PR,Brasil
1841,Cáceres,MT,Brasil
1842,Diamantina,MG,Brasil
1843,Japonvar,MG,Brasil
1844,Brotas,SP,Brasil
1845,Loanda,PR,Brasil
1846,Aquidauana,MS,Brasil
1847,Vila Bela da Santíssima Trindade,MT,Brasil
1848,Porto Murtinho,MS,Brasil
1849,Candói,PR,Brasil
1850,Vila Bela da Santíssima Trindade,MT,Brasil
1851,Porto Murtinho,MS,Brasil
1852,Foz do Iguaçu,PR,Brasil
1853,Vilhena,RO,Brasil
1854,Coxim,MS,Brasil
1855,Caracol,MS,Brasil
1856,São Mateus do Sul,PR,Brasil
2917,Porto Murtinho,MS,Brasil
1858,Tijucas do Sul,PR,Brasil
1859,Campo Alegre,SC,Brasil
1860,Cajati,SP,Brasil
1861,Ponta Grossa,PR,Brasil
1862,Buenópolis,MG,Brasil
1863,Conceição da Barra,ES,Brasil
1864,Urubici,SC,Brasil
1865,Bonito,MS,Brasil
1866,Campina Grande do Sul,PR,Brasil
1867,Caetité,BA,Brasil
1868,Várzea da Palma,MG,Brasil
1869,Reserva do Cabaçal,MT,Brasil
1870,MIsiones (Parque Prov. Urugua-í), ,Argentina
1871,Ambato, ,Argentina
1872,Rio Primeiro, ,Argentina
1873,São Joaquim,SC,Brasil
1874,Curitiba,PR,Brasil
1875,Ambato, ,Argentina
1876,Belém,PA,Brasil
1877,Punilla-Província de Cordoba, ,Argentina
1878,Palotina,PR,Brasil
1879,Lavras do Sul,RS,Brasil
1880,Juiz de Fora,MG,Brasil
1881,Francisco Dumont,MG,Brasil
1882,Céu Azul,PR,Brasil
1883,São João Del Rey,MG,Brasil
1884,Miranda,MS,Brasil
1885,Nova LIma,MG,Brasil
1886,Lima Duarte,MG,Brasil
1887,Piraí do Sul,PR,Brasil
1888,General Carneiro,PR,Brasil
1889,Candói,PR,Brasil
1890,São José dos Ausentes,RS,Brasil
1891,Porto Vitória,PR,Brasil
1892,Guaraqueçaba,PR,Brasil
1893,Três Barras do Paraná,PR,Brasil
1894,Mucugê,BA,Brasil
1895,Monte Belo do Sul,RS,Brasil
1896,Alagoa,MG,Brasil
1897,Macaúbas,BA,Brasil
1898,Jaguariaíva,PR,Brasil
1899,Barroso,MG,Brasil
1900,Guaraniaçu,PR,Brasil
1901,Bocaiúva do Sul,PR,Brasil
1902,Porto Murtinho,MS,Brasil
1903,Florianópolis,SC,Brasil
1904,Córdoba, ,Argentina
1905,"Departamento Punilla, Província Córdoba", ,Argentina
1906,Córdoba, ,Argentina
1907,"Departamento Rio Segundo, Prov. Córdoba", ,Argentina
1908,Guapimirim,RJ,Brasil
1909,Subaúma,BA,Brasil
1910,Monte Belo do Sul,RS,Brasil
1911,Campina Grande do Sul.,PR,Brasil
1912,Palmeira,PR,Brasil
1913,Mucugê,BA,Brasil
1914,"Depto. de Juarez Celman, Prov. deCórdoba", ,Argentina
1915,Guaratuba,PR,Brasil
1916,Caxias do Sul,RS,Brasil
1917,Santo André,SP,Brasil
1918, ,MT,Brasil
1919,Medina,MG,Brasil
1920,Mucugê,BA,Brasil
1921,São Gonçalo do Rio Preto,MG,Brasil
1922,Canavieiras,BA,Brasil
1923,Curitiba,PR,Brasil
1924,Santa Maria do Oeste,PR,Brasil
1925,Itatiaia,RJ,Brasil
1926,Juiz de Fora,MG,Brasil
1927,Lima Duarte,MG,Brasil
1928,Balneário Camboriú,SC,Brasil
1929,Palmeira,PR,Brasil
1930,Iporã do Oeste,SC,Brasil
1931,Vitor Meireles,SC,Brasil
1932,Antonina,PR,Brasil
1933,Itu,SP,Brasil
1934,Lima Duarte,MG,Brasil
1935,Aquidauana,MS,Brasil
1936,Porto Murtinho,MS,Brasil
1937,Adrianópolis,PR,Brasil
1938,Buenópolis,MG,Brasil
1939,Miranda,MS,Brasil
1940,Caracol,MS,Brasil
1941,Laguna,SC,Brasil
1942,Urubici,SC,Brasil
1943,São Joaquim,SC,Brasil
1944,Grão Pará,SC,Brasil
1945,Guaratuba,PR,Brasil
1946,Iaçu,BA,Brasil
1947,Vitória da Conquista,BA,Brasil
1948,Guaraqueçaba,PR,Brasil
1949,Garuva,SC,Brasil
1950,Porto Murtinho,MS,Brasil
1951,Dom Bosco,MG,Brasil
1952,Datas,MG,Brasil
1953,Miranda,MS,Brasil
1954,Santa Filomena,PI,Brasil
1955,Mirandópolis,SP,Brasil
1956,Campo Largo,PR,Brasil
1957,Piraquara,PR,Brasil
1958, , ,Argentina
1959,Capital. Provincia de Catamarca, ,Argentina
1960,Depto General Roca. Prov. Córdoba, ,Argentina
1961,Córdoba. Depto Rio Primero, ,Argentina
1962,Córdoba. Depto Rio Segundo, ,Argentina
1963,Córdoba. Depto Colón, ,Argentina
1964,Jujuy. Departamento San Pedro, ,Argentina
1965,Córdoba. Depto Pres. Roque Sáenz Peña, ,Argentina
1966,Navarro Co. - Texas, ,E.U.A.
1967,Córdoba. Depto R. Vera Peñalosa, ,Argentina
1968,Depto de Ambato. Prov. de Catamarca, ,Argentina
1969,Depto de San Martin. Prov. San Luis, ,Argentina
1970,Depto San Javier. Prov. de Córdoba, ,Argentina
1971,Bandeirantes,PR,Brasil
1972,Tibagi,PR,Brasil
1973,Vilhena,RO,Brasil
1974,Vilhena,RO,Brasil
1975,Cabixi,RO,Brasil
1976,Cabixi,RO,Brasil
1981,Fênix,PR,Brasil
1978,Rio Verde de Mato Grosso,MS,Brasil
1979,Campo Mourão,PR,Brasil
1980,Fênix,PR,Brasil
1982,Loanda,PR,Brasil
1983,Manoel Ribas,PR,Brasil
1984,Paraíso do Norte,PR,Brasil
1985,Loanda,PR,Brasil
1986,Fênix,PR,Brasil
1987,Fênix,PR,Brasil
1988,Ortigueira,PR,Brasil
1989,Tamarana,PR,Brasil
1990,Ortigueira,PR,Brasil
1991,Ortigueira,PR,Brasil
1992,Ortigueira,PR,Brasil
1993,Ortigueira,PR,Brasil
1994,Ortigueira,PR,Brasil
1995,Ortigueira,PR,Brasil
1996,Pelotas,RS,Brasil
1997,Turuçu,RS,Brasil
1998,Manoel Viana,RS,Brasil
1999,Xavantina,SC,Brasil
2000,Caçapava do Sul,RS,Brasil
2001,Porto Xavier,RS,Brasil
2002,Porto Lucena,RS,Brasil
2003,Mariópolis,PR,Brasil
2004,São Francisco de Assis,RS,Brasil
2005,Morrinhos do Sul,RS,Brasil
2006,Guaíba,RS,Brasil
2007,Quaraí,RS,Brasil
2008,Rio Bonito do Iguaçu,PR,Brasil
2009,Engenheiro Beltrão,PR,Brasil
2010,Laranjal,PR,Brasil
2011,Quarto Centenário,PR,Brasil
2012,Saudade do Iguaçu,PR,Brasil
2013,Coronel Vivida,PR,Brasil
2014,Aratiba,RS,Brasil
2015,Descanso,SC,Brasil
2016,Flor da Serra do Sul,SC,Brasil
2017,Catanduvas,PR,Brasil
2018,Sâo Domingos,SC,Brasil
2019,Harval do Sul,RS,Brasil
2020,Itati,RS,Brasil
2021,Assis Chateaubriand,PR,Brasil
2022,Sant'Ana do Livramento,RS,Brasil
2023,Uruguainana,RS,Brasil
2024,Iporã do Oeste,SC,Brasil
2025,Amaral Ferrador,RS,Brasil
2026,São João,PR,Brasil
2027,Lavras do Sul,RS,Brasil
2028,Cascavel,PR,Brasil
2029,Três Barras do Paraná,PR,Brasil
2030,Ivorá,RS,Brasil
2031,Maringá,PR,Brasil
2032,Vicente Dutra,RS,Brasil
2033,São Francisco de Assis,RS,Brasil
2034,Nova Veneza,SC,Brasil
2035,Francisco Beltrão,PR,Brasil
2036,Altônia,PR,Brasil
2037,São Jorge do Patrocínio,PR,Brasil
2038,Porto Camargo,PR,Brasil
2039,Campina Grande do Sul,PR,Brasil
2040,Campina Grande do Sul,PR,Brasil
2041,Campina Grande do Sul,PR,Brasil
2042,Curitiba,PR,Brasil
2043,Campina Grande do Sul,PR,Brasil
2044,Campina Grande do Sul,PR,Brasil
2045,Araucaria,PR,Brasil
2046,Joinville,SC,Brasil
2047,Curitiba,PR,Brasil
2048,Piraquara,PR,Brasil
2049,Guaraqueçaba,PR,Brasil
2050,Guaraqueçaba,PR,Brasil
2051,Campina Grande do Sul,PR,Brasil
2052,Curitiba,PR,Brasil
2053,Ponta Grossa,PR,Brasil
2054,Campina Grande do Sul,PR,Brasil
2055,Morretes,PR,Brasil
2056,Morretes,PR,Brasil
2057,São Francisco de Paula,RS,Brasil
2058,Flores da Cunha,RS,Brasil
2059,Passa Quatro,MG,Brasil
2060,Antonina,PR,Brasil
2061,Pinhão,PR,Brasil
2062,Quatro Barras,PR,Brasil
2063,Guaraqueçaba,PR,Brasil
2064,Pinhão,PR,Brasil
2065,Fraiburgo,SC,Brasil
2066,Morretes,PR,Brasil
2067,Matinhos,PR,Brasil
2068,Francisco Beltrão,PR,Brasil
2069,Piraquara,PR,Brasil
2070,Piraquara,PR,Brasil
2071,Vacaria,RS,Brasil
2072,Fraiburgo,SC,Brasil
2073,Guaratuba,PR,Brasil
2074,Juazeiro,BA,Brasil
2075,Cariacica,ES,Brasil
2076,São José dos Ausentes,RS,Brasil
2077,Novo Repartimento,PA,Brasil
2078,Major Gercino,SC,Brasil
2079,Paulo Lopes,SC,Brasil
2080,Orleans,SC,Brasil
2081,Florianópolis,SC,Brasil
2082,Bom Jardim da Serra,SC,Brasil
2083,Mucugê,BA,Brasil
2084,Águas Mornas,SC,Brasil
2085,Céu Azul,PR,Brasil
2086,São José dos Ausentes,RS,Brasil
2087,Londrina,PR,Brasil
2088,São Joaquim,SC,Brasil
2089,Balsa Nova,PR,Brasil
2090,Castelo,ES,Brasil
2091,São Raimundo Nonato,PI,Brasil
2092,Santa Isabel do Rio Negro,AM,Brasil
2093,Colombo,PR,Brasil
2094,Guabiruba,SC,Brasil
2095,Treviso,SC,Brasil
2096,Morro da Fumaça,SC,Brasil
2097,Siderópolis,SC,Brasil
2098,Major Gercino,SC,Brasil
2099,Trombudo Central,SC,Brasil
2100,Matinhos,PR,Brasil
2101,Campo Belo do Sul,SC,Brasil
2102,Piemonte da Diamantina,BA,Brasil
2103,Piemonte da Diamantina,BA,Brasil
2104,São Bonifácio,SC,Brasil
2105,Jaborá,SC,Brasil
2106,Águas Mornas,SC,Brasil
2107,Pitanga,PR,Brasil
2108,Orleans,SC,Brasil
2109,Conceição do Almeida,BA,Brasil
2110,Nova Petrópolis,RS,Brasil
2111,Delfinópolis,MG,Brasil
2112,Bom Jesus,RS,Brasil
2113,Viamão,RS,Brasil
2114,Fazenda Rio Grande,PR,Brasil
2115,Mateiros,TO,Brasil
2116,Rancho Queimado,SC,Brasil
2117,Cabo Frio,RJ,Brasil
2118,Mauá da Serra,PR,Brasil
2119,Campo Grande,MS,Brasil
2120,Garuva,SC,Brasil
2121,Coronel Domingos Soares,PR,Brasil
2122,Caxias do Sul,RS,Brasil
2123,Guaraqueçaba,PR,Brasil
2124,Guaraqueçaba,PR,Brasil
2125,São Desidério,BA,Brasil
2126,Piraquara,PR,Brasil
2127,Piraí do Sul,PR,Brasil
2128,Balsa Nova,PR,Brasil
2129,Piraí do Sul,PR,Brasil
2130,Sengés,PR,Brasil
2131,Piraí do Sul,PR,Brasil
2132,Guarapuava,PR,Brasil
2133,Campo Mourão,PR,Brasil
2134,Morretes,PR,Brasil
2135,Carambeí,PR,Brasil
2136,Iretama,PR,Brasil
2137,Luiziana,PR,Brasil
2138,Palmeira,PR,Brasil
2139,Sengés,PR,Brasil
2140,São Desidério,BA,Brasil
2141,Quatro Barras,PR,Brasil
2142,Campo Mourão,PR,Brasil
2143,Morretes,PR,Brasil
2144,Antônio Olinto,PR,Brasil
2145,Caracol,MS,Brasil
2146,Curitiba,PR,Brasil
2147,Piraí do Sul,PR,Brasil
2148,Balsa Nova,PR,Brasil
2149,Campina Grande do Sul,PR,Brasil
2150,Uruguaiana,RS,Brasil
2151,Palmeira,PR,Brasil
2152,Palmas,PR,Brasil
2153,Palmeira,PR,Brasil
2154,Carambeí,PR,Brasil
2155,Candói,PR,Brasil
2156,Carambeí,PR,Brasil
2157,Ponta Grossa,PR,Brasil
2158,Itapoá,SC,Brasil
2159,Diamante do Norte,PR,Brasil
2160,Rio Branco do Sul,PR,Brasil
2161,Piraí do Sul,PR,Brasil
2162,Piraí do Sul,PR,Brasil
2163,Buenópolis,MG,Brasil
2164,Tibagi,PR,Brasil
2165,São José dos Pinhais,PR,Brasil
2166,Morretes,PR,Brasil
2167,Lapa,PR,Brasil
2168,Campina Grande do Sul,PR,Brasil
2169,Porto Amazonas,PR,Brasil
2170,Curitiba,PR,Brasil
2171,Adrianópolis,PR,Brasil
2172,Manga,MG,Brasil
2173,Quatro Barras,PR,Brasil
2174,Guarapuava,PR,Brasil
2175,Curitiba,PR,Brasil
2176,Guaratuba,PR,Brasil
2177,Caravelas,BA,Brasil
2178,Campina Grande do Sul,PR,Brasil
2179,Urubici,SC,Brasil
2180,Arroio do Sal,RS,Brasil
2181,Adrianópolis,PR,Brasil
2182,Icaraíma,PR,Brasil
2183,Curitiba,PR,Brasil
2184,Tibagi,PR,Brasil
2185,Morretes,PR,Brasil
2186,Tunas do Paraná,PR,Brasil
2187,Buenópolis,MG,Brasil
2188,Buritizeiro,MG,Brasil
2189,Ortigueira,PR,Brasil
2190,São José dos Pinhais,PR,Brasil
2191,Guarapuava,PR,Brasil
2192,Turvo,PR,Brasil
2193,Tijucas do Sul,PR,Brasil
2194,Tibagi,PR,Brasil
2195,Carambeí,PR,Brasil
2196,Tibagi,PR,Brasil
2197,Palmeira,PR,Brasil
2198,Santa Terezinha,RS,Brasil
2199,Piraquara,PR,Brasil
2200,Tuneiras do Oeste,PR,Brasil
2201,Itacarambi,MG,Brasil
2202,Ortigueira,PR,Brasil
2203,Ortigueira,PR,Brasil
2204,Poços de Caldas,MG,Brasil
2205,Marechal Floriano,ES,Brasil
2206,Campina Grande do Sul,PR,Brasil
2207,Gouveia,MG,Brasil
2208,Morretes,PR,Brasil
2209,Tunas do Paraná,PR,Brasil
2210,Salvador,BA,Brasil
2211,Palmeiras,BA,Brasil
2212,Campina Grande do Sul,PR,Brasil
2213,Paranaguá,PR,Brasil
2214,Palmeira,PR,Brasil
2215,Cantagalo,RJ,Brasil
2216,Rio de Janeiro,RJ,Brasil
2217,Piraí do Sul,PR,Brasil
2218,Paranaguá,PR,Brasil
2219,Curitiba,PR,Brasil
2220,Paranaguá,PR,Brasil
2221,Jundiaí do Sul,PR,Brasil
2222,Guarapuava,PR,Brasil
2223,Serro,MG,Brasil
2224,Praia Grande,SC,Brasil
2225,Capitão Leônidas Marques,PR,Brasil
2226,Derrubadas,RS,Brasil
2227,Palmeira,PR,Brasil
2228,Curitiba,PR,Brasil
2229,Morretes,PR,Brasil
2230,Curitiba,PR,Brasil
2231,Garuva,SC,Brasil
2232,Caracol,MS,Brasil
2233,Sant'Ana do Livramento,RS,Brasil
2234,Bonito,MS,Brasil
2235,Quaraí,RS,Brasil
2236,Diamantina,MG,Brasil
2237,Piedade,SP,Brasil
2238,Cuiabá,MT,Brasil
2239,Bela Vista,MS,Brasil
2240,Bodoquena,MS,Brasil
2241,Chapada dos Guimarães,MT,Brasil
2242,Porto Murtinho,MS,Brasil
2243,Paranaguá,PR,Brasil
2244,Palhoça,SC,Brasil
2245,Florianópolis,SC,Brasil
2246,Florianópolis,SC,Brasil
2247,Florianópolis,SC,Brasil
2248,Florianópolis,SC,Brasil
2249,Florianópolis,SC,Brasil
2250,Florianópolis,SC,Brasil
2251,Florianópolis,SC,Brasil
2252,Florianópolis,SC,Brasil
2253,Florianópolis,SC,Brasil
2254,Palhoça,SC,Brasil
2255,Naviraí,MS,Brasil
2256,Naviraí,MS,Brasil
2257,Naviraí,MS,Brasil
2258,Naviraí,MS,Brasil
2259,Lunardelli,PR,Brasil
2260,Terra Rica,PR,Brasil
2261,Terra Rica,PR,Brasil
2262,Terra Rica,PR,Brasil
2263,Terra Rica,PR,Brasil
2264,Uberaba,MG,Brasil
2265,Ivaiporã,PR,Brasil
2266,Ivaiporã,PR,Brasil
2267,Ivaiporã,PR,Brasil
2268,Naviraí,MS,Brasil
2269,Entre Rios do Oeste,PR,Brasil
2270,Entre Rios do Oeste,PR,Brasil
2271,Entre Rios do Oeste,PR,Brasil
2272,Entre Rios do Oeste,PR,Brasil
2273,Entre Rios do Oeste,PR,Brasil
2274,Entre Rios do Oeste,PR,Brasil
2275,Entre Rios do Oeste,PR,Brasil
2276,Bom Jardim da Serra,SC,Brasil
2277,Cariacica,ES,Brasil
2278,São José dos Pinhais,PR,Brasil
2279,Piraí do Sul,PR,Brasil
2280,Cariacica,ES,Brasil
2281,São Joaquim,SC,Brasil
2282,Brasília,DF,Brasil
2283,Rancho Queimado,SC,Brasil
2284,Porto Murtinho,MS,Brasil
2285,Urubici,SC,Brasil
2286,Urubici,SC,Brasil
2287,Rio Negrinho,SC,Brasil
2288,Viana,ES,Brasil
2289,Castelo,ES,Brasil
2290,Capão Alto,SC,Brasil
2291,Imaruí,SC,Brasil
2292,Cariacica,ES,Brasil
2293,Ponta Grossa,PR,Brasil
2294,Urupema,SC,Brasil
2295,Paraty,RJ,Brasil
2296,Bom Jesus,RS,Brasil
2297,São Bento do Sul,SC,Brasil
2298,Pirenópolis,GO,Brasil
2299,São Bento do Sul,SC,Brasil
2300,Cariacica,ES,Brasil
2301,Guaratuba,PR,Brasil
2302,Viana,ES,Brasil
2303,Castelo,ES,Brasil
2304,Cariacica,ES,Brasil
2305,Cariacica,ES,Brasil
2306,Nova Venécia,ES,Brasil
2307,Lages,SC,Brasil
2308,Ponta Grossa,PR,Brasil
2309,Castelo,ES,Brasil
2310,Nova Venécia,ES,Brasil
2311,Cariacica,ES,Brasil
2312,Bela Vista,MS,Brasil
2313,Rio Branco do Sul,PR,Brasil
2314,Bom Jesus,RS,Brasil
2315,Otacílio Costa,SC,Brasil
2316,Conceição do Castelo,ES,Brasil
2317,Urupema,SC,Brasil
2318,Bom Retiro,SC,Brasil
2319,Castelo,ES,Brasil
2320,Ponta Grossa,PR,Brasil
2321,Miguel Pereira,RJ,Brasil
2322,Palmares do Sul,RS,Brasil
2323,Morretes,PR,Brasil
2324,Abaíra,BA,Brasil
2325,Morretes,PR,Brasil
2326,Tibagi,PR,Brasil
2327,Bom Jesus,RS,Brasil
2328,Porto Rico,PR,Brasil
2329,Nova Venécia,ES,Brasil
2330,Bonito,MS,Brasil
2331,Godoy Moreira,PR,Brasil
2332,Jaguariaíva,PR,Brasil
2333,Santa Maria,RS,Brasil
2334,Eldorado,SP,Brasil
2335, ,ES,Brasil
2336,Juranda,PR,Brasil
2337,Juranda,PR,Brasil
2338,Juranda,PR,Brasil
2339,Juranda,PR,Brasil
2340,Delfinópolis,MG,Brasil
2341,Mauá da Serra,PR,Brasil
2342,Jaguariaíva,PR,Brasil
2343,Ponta Grossa,PR,Brasil
2344,Londrina,PR,Brasil
2345,Londrina,PR,Brasil
2346,Jaguariaíva,PR,Brasil
2347,Nova Friburgo,RJ,Brasil
2348,Mauá da Serra,PR,Brasil
2349,Campo Largo,PR,Brasil
2350,Tibagi,PR,Brasil
2351,Sengés,PR,Brasil
2352,Ponta Grossa,PR,Brasil
2353,Piraí do Sul,PR,Brasil
2354,Echaporã,SP,Brasil
2355,Chapada dos Guimarães,MT,Brasil
2356,Londrina,PR,Brasil
2357,Arapongas,PR,Brasil
2358,Londrina,PR,Brasil
2359,Sengés,PR,Brasil
2360,Itararé,SP,Brasil
2361,São José dos Pinhais,PR,Brasil
2362,São Jerônimo da Serra,PR,Brasil
2363,Sertanópolis,PR,Brasil
2364,Paranavaí,PR,Brasil
2365,Teixeira Soares,PR,Brasil
2366,Cornélio Procópio,PR,Brasil
2367,Sertanópolis,PR,Brasil
2368,Londrina,PR,Brasil
2369,Santo Antônio do Paraíso,PR,Brasil
2370,São Sebastião,SP,Brasil
2371,Tibagi,PR,Brasil
2372,Palmeira,PR,Brasil
2373,Assis,SP,Brasil
2374,Rolândia,PR,Brasil
2375,Itaúna do Sul,PR,Brasil
2376,Lupionópolis,PR,Brasil
2377,Leópolis,PR,Brasil
2378,Araçatuba,SP,Brasil
2379,Tupã,SP,Brasil
2380,Londrina,PR,Brasil
2381,Santo Antônio do Paraíso,PR,Brasil
2382,Sapopema,PR,Brasil
2383,Sertaneja,PR,Brasil
2384,Londrina,PR,Brasil
2385,Guaraqueçaba,PR,Brasil
2386,Bela Vista do Paraíso,PR,Brasil
2387,Ortigueira,PR,Brasil
2388,Londrina,PR,Brasil
2389,Foz do Iguaçu,PR,Brasil
2390,Foz do Iguaçu,PR,Brasil
2391,Foz do Iguaçu,PR,Brasil
2392,Foz do Iguaçu,PR,Brasil
2393,Foz do Iguaçu,PR,Brasil
2394,Foz do Iguaçu,PR,Brasil
2395,Foz do Iguaçu,PR,Brasil
2396,Foz do Iguaçu,PR,Brasil
2397,Foz do Iguaçu,PR,Brasil
2398,Foz do Iguaçu,PR,Brasil
2399,Foz do Iguaçu,PR,Brasil
2400,Foz do Iguaçu,PR,Brasil
2401,Foz do Iguaçu,PR,Brasil
2402,Foz do Iguaçu,PR,Brasil
2403,Capitólio,MG,Brasil
2404,São Roque de Minas,MG,Brasil
2405,Botucatu,SP,Brasil
2406,Céu Azul,PR,Brasil
2407,Céu Azul,PR,Brasil
2408,Tibagi,PR,Brasil
2409,Agudos do Sul,PR,Brasil
2410,Cerro Azul,PR,Brasil
2411,Lapa,BR,Brasil
2412,Carambeí,PR,Brasil
2413,Porto Amazonas,PR,Brasil
2414,Morretes,PR,Brasil
2415,Quatro Barras,PR,Brasil
2416,Piraquara,PR,Brasil
2417,Adrianópolis,PR,Brasil
2418,Diamante do Norte,PR,Brasil
2419,Ponta Grossa,PR,Brasil
2420,Guaratuba,PR,Brasil
2421,Candói,PR,Brasil
2422,Carambeí,PR,Brasil
2423,Guaratuba,PR,Brasil
2424,Paula Freitas,PR,Brasil
2425,Palmas,PR,Brasil
2426,Paranaguá,PR,Brasil
2427,Campina Grande do Sul,PR,Brasil
2428,Carambeí,PR,Brasil
2429,Palmeira,PR,Brasil
2430,Carambeí,PR,Brasil
2431,Carambeí,PR,Brasil
2432,Paranaguá,PR,Brasil
2433,Guarapuava,PR,Brasil
2434,Céu Azul,PR,Brasil
2435,Mangueirinha,PR,Brasil
2436,Timbó do Sul,SC,Brasil
2437,Lapa,PR,Brasil
2438,Barra do Turvo,SP,Brasil
2439,Mauá da Serra,PR,Brasil
2440,Pontal do Paraná,PR,Brasil
2441,Pontal do Paraná,PR,Brasil
2442,Cantagalo,PR,Brasil
2443,Palmeira,PR,Brasil
2444,Palhoça,SC,Brasil
2445,Adrianópolis,PR,Brasil
2446,Piraquara,PR,Brasil
2447,Lapa,PR,Brasil
2448,Nova Porteirinha,MG,Brasil
2449,Porto Murtinho,MS,Brasil
2450,Palmeira,PR,Brasil
2451,Indaial,SC,Brasil
2452,Céu Azul,PR,Brasil
2453,Foz do Iguaçu,PR,Brasil
2454,Foz do Iguaçu,PR,Brasil
2455,Foz do Iguaçu,PR,Brasil
2456,Nova Tebas,PR,Brasil
2457,Araruna,PR,Brasil
2458,Tuneiras do Oeste,PR,Brasil
2459,Otacílio Costa,SC,Brasil
2460,Pouso Redondo,SC,Brasil
2461,Pouso Redondo,SC,Brasil
2462,Pouso Redondo,SC,Brasil
2463,Taió,SC,Brasil
2464,Ponte Alta do Norte,SC,Brasil
2465,Ponte Alta do Norte,SC,Brasil
2466,Monte Castelo,SC,Brasil
2467,Monte Castelo,SC,Brasil
2468,Papanduva,SC,Brasil
2469,Kaloré,PR,Brasil
2470,Céu Azul,PR,Brasil
2471,Céu Azul,PR,Brasil
2472,Mato Rico,PR,Brasil
